,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,lninc,custcat
239,Zone 3,43,51,Married,15,186,Some college,25,No,Male,2,Yes,No,Yes,Yes,18.9,59.75,0.0,20.25,59.15,856.3,2522.95,0.0,885.0,2525.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.939162,5.225747,Total service
240,Zone 3,44,31,Unmarried,12,30,Did not complete high school,7,No,Female,3,No,No,Yes,No,8.0,0.0,0.0,13.0,0.0,317.9,0.0,0.0,530.0,0.0,No,No,No,No,No,No,No,No,No,2.079442,3.401197,Basic service
241,Zone 2,72,66,Married,43,96,High school degree,16,No,Female,2,Yes,No,Yes,Yes,35.15,34.75,0.0,21.5,50.7,2537.65,2557.75,0.0,1440.0,3571.45,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.559625,4.564348,Total service
242,Zone 3,61,76,Unmarried,39,15,Did not complete high school,29,Yes,Male,1,Yes,No,Yes,No,18.6,52.75,0.0,24.0,0.0,1168.45,3257.7,0.0,1415.0,0.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.923162,2.70805,Plus service
243,Zone 3,43,21,Married,1,25,Did not complete high school,4,No,Male,4,No,No,No,No,7.6,0.0,0.0,0.0,0.0,334.45,0.0,0.0,0.0,0.0,Yes,No,No,Yes,No,No,Yes,Yes,No,2.028148,3.218876,E-service
244,Zone 3,24,39,Unmarried,11,49,Some college,7,No,Female,1,No,Yes,No,No,7.45,0.0,30.9,0.0,0.0,177.2,0.0,657.25,0.0,0.0,No,No,No,Yes,No,No,No,No,No,2.008214,3.89182,Basic service
245,Zone 3,64,45,Unmarried,4,38,High school degree,7,No,Female,1,Yes,No,Yes,No,13.75,22.75,0.0,10.25,0.0,918.0,1447.4,0.0,610.0,0.0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,2.621039,3.637586,Plus service
246,Zone 2,64,38,Unmarried,0,29,High school degree,2,No,Male,2,Yes,No,Yes,No,17.5,15.5,0.0,16.75,0.0,1114.45,1141.55,0.0,1010.0,0.0,Yes,No,No,No,No,No,No,No,No,2.862201,3.367296,E-service
247,Zone 1,24,26,Unmarried,7,55,High school degree,7,No,Female,1,No,No,No,No,7.6,0.0,0.0,0.0,0.0,175.8,0.0,0.0,0.0,0.0,No,No,No,No,No,Yes,No,No,No,2.028148,4.007333,Basic service
248,Zone 3,33,55,Married,21,64,Some college,10,No,Female,3,Yes,No,Yes,No,5.15,14.5,0.0,24.75,0.0,163.05,494.55,0.0,775.0,0.0,No,No,No,No,No,No,Yes,Yes,No,1.638997,4.158883,Basic service
249,Zone 2,33,33,Married,12,42,College degree,7,No,Female,5,No,Yes,Yes,Yes,8.8,0.0,30.95,23.0,23.35,305.75,0.0,1019.15,730.0,665.35,Yes,Yes,No,No,No,No,No,No,No,2.174752,3.73767,E-service
250,Zone 1,2,40,Unmarried,9,134,College degree,2,No,Male,1,No,Yes,No,No,3.9,0.0,23.8,0.0,0.0,4.6,0.0,26.45,0.0,0.0,No,No,No,Yes,No,No,No,No,Yes,1.360977,4.89784,Basic service
251,Zone 2,42,48,Married,22,82,Did not complete high school,21,No,Female,5,Yes,No,Yes,No,9.3,25.0,0.0,17.0,0.0,459.0,1006.9,0.0,750.0,0.0,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,2.230014,4.406719,Total service
252,Zone 1,52,54,Married,5,153,Post-undergraduate degree,10,No,Male,2,No,Yes,No,Yes,11.05,0.0,36.3,0.0,30.15,555.85,0.0,1816.65,0.0,1525.15,Yes,Yes,No,Yes,Yes,No,No,No,Yes,2.40243,5.030438,E-service
253,Zone 1,45,66,Unmarried,43,144,High school degree,13,No,Female,1,No,No,Yes,No,7.75,0.0,0.0,13.0,0.0,338.8,0.0,0.0,565.0,0.0,Yes,No,No,Yes,No,No,No,No,No,2.047693,4.969813,E-service
254,Zone 3,3,25,Unmarried,4,22,College degree,0,No,Male,2,No,Yes,Yes,No,2.85,0.0,28.25,19.5,0.0,7.5,0.0,48.0,30.0,0.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1.047319,3.091042,Total service
255,Zone 2,37,53,Married,16,35,Did not complete high school,16,No,Female,4,No,No,No,No,21.3,0.0,0.0,0.0,0.0,788.25,0.0,0.0,0.0,0.0,No,No,No,No,No,Yes,Yes,No,No,3.058707,3.555348,Plus service
256,Zone 2,28,57,Unmarried,33,82,College degree,22,No,Female,1,No,Yes,No,No,4.05,0.0,31.45,0.0,0.0,71.5,0.0,858.15,0.0,0.0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1.398717,4.406719,E-service
257,Zone 3,40,63,Married,9,61,Did not complete high school,22,No,Male,2,No,No,Yes,No,10.9,0.0,0.0,41.0,0.0,470.9,0.0,0.0,1635.0,0.0,No,No,No,No,No,No,No,No,No,2.388763,4.110874,Basic service
258,Zone 2,37,33,Unmarried,1,102,High school degree,12,No,Male,1,No,Yes,Yes,Yes,16.3,0.0,33.35,10.25,37.9,646.7,0.0,1108.05,360.0,1330.6,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,2.791165,4.624973,Total service
259,Zone 3,7,27,Unmarried,5,31,Some college,4,No,Male,5,Yes,Yes,No,Yes,4.15,15.0,46.05,0.0,41.85,30.8,96.6,271.75,0.0,235.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1.423108,3.433987,Total service
260,Zone 1,71,56,Unmarried,23,170,Did not complete high school,30,No,Female,1,Yes,No,Yes,No,14.2,27.0,0.0,30.0,0.0,1001.2,1840.65,0.0,2140.0,0.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2.653242,5.135798,Total service
261,Zone 2,19,46,Unmarried,11,26,High school degree,0,No,Female,1,No,No,Yes,No,6.05,0.0,0.0,5.0,0.0,121.7,0.0,0.0,90.0,0.0,No,No,No,Yes,No,Yes,No,Yes,Yes,1.800058,3.258097,Basic service
262,Zone 2,61,40,Unmarried,15,85,Some college,15,No,Female,1,Yes,No,Yes,No,13.65,29.25,0.0,22.75,0.0,831.15,1823.6,0.0,1310.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,2.61374,4.442651,Plus service
263,Zone 3,70,53,Married,16,183,High school degree,35,No,Female,2,No,No,Yes,No,32.9,0.0,0.0,15.0,0.0,2234.9,0.0,0.0,1085.0,0.0,Yes,No,No,No,No,No,No,No,No,3.493473,5.209486,E-service
264,Zone 2,60,55,Married,13,67,Did not complete high school,18,No,Female,2,No,No,Yes,No,10.75,0.0,0.0,14.75,0.0,697.7,0.0,0.0,925.0,0.0,No,No,No,No,No,No,No,No,No,2.374906,4.204693,Basic service
265,Zone 3,48,45,Married,5,42,Did not complete high school,11,No,Female,2,No,No,No,No,9.25,0.0,0.0,0.0,0.0,435.6,0.0,0.0,0.0,0.0,No,No,No,No,No,Yes,No,No,No,2.224624,3.73767,Basic service
266,Zone 1,8,63,Married,1,31,Did not complete high school,9,No,Male,2,Yes,No,Yes,No,2.25,13.75,0.0,11.25,0.0,16.8,102.55,0.0,80.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,0.81093,3.433987,Plus service
267,Zone 2,58,58,Married,10,96,High school degree,17,No,Male,4,Yes,No,No,No,12.5,23.0,0.0,0.0,0.0,710.8,1345.95,0.0,0.0,0.0,Yes,No,No,No,Yes,Yes,No,Yes,No,2.525729,4.564348,Plus service
268,Zone 1,16,24,Married,5,24,Some college,2,No,Male,5,No,No,Yes,No,9.4,0.0,0.0,14.75,0.0,124.2,0.0,0.0,215.0,0.0,No,No,No,No,Yes,Yes,Yes,No,No,2.24071,3.178054,Plus service
269,Zone 2,33,33,Unmarried,4,53,High school degree,14,No,Female,1,No,No,No,No,5.05,0.0,0.0,0.0,0.0,145.85,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,No,No,No,1.619388,3.970292,Basic service
270,Zone 2,39,25,Unmarried,4,18,Did not complete high school,0,No,Female,1,No,No,No,No,6.75,0.0,0.0,0.0,0.0,242.7,0.0,0.0,0.0,0.0,Yes,No,No,No,Yes,Yes,No,Yes,No,1.909543,2.890372,Plus service
271,Zone 1,62,51,Unmarried,10,43,College degree,19,No,Male,2,No,Yes,Yes,Yes,27.15,0.0,42.7,17.0,41.15,1632.4,0.0,2583.85,1015.0,2521.05,Yes,No,Yes,Yes,Yes,No,No,No,Yes,3.301377,3.7612,E-service
272,Zone 1,50,34,Unmarried,10,104,Some college,9,No,Male,1,Yes,Yes,Yes,Yes,27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960.0,2368.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.314186,4.644391,Total service
273,Zone 2,48,55,Unmarried,31,26,Did not complete high school,1,No,Male,1,No,No,No,No,12.15,0.0,0.0,0.0,0.0,606.1,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,2.497329,3.258097,Basic service
274,Zone 3,31,62,Unmarried,5,56,High school degree,26,No,Female,1,Yes,No,Yes,No,4.3,22.25,0.0,13.75,0.0,123.5,744.45,0.0,435.0,0.0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.458615,4.025352,Plus service
275,Zone 2,65,33,Married,9,49,High school degree,6,No,Male,5,Yes,No,Yes,No,42.9,17.25,0.0,17.5,0.0,2706.8,1094.1,0.0,1190.0,0.0,Yes,No,No,No,No,No,Yes,No,No,3.758872,3.89182,E-service
276,Zone 1,36,58,Unmarried,34,80,Did not complete high school,21,No,Female,1,No,No,Yes,No,8.5,0.0,0.0,8.5,0.0,298.25,0.0,0.0,260.0,0.0,Yes,No,No,No,No,Yes,No,No,No,2.140066,4.382027,E-service
277,Zone 1,61,46,Unmarried,5,318,Some college,18,No,Female,1,Yes,No,Yes,No,28.9,39.25,0.0,84.75,0.0,1796.7,2442.75,0.0,5115.0,0.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.363842,5.762051,Plus service
278,Zone 2,48,42,Unmarried,21,35,College degree,5,No,Male,1,No,No,No,No,12.9,0.0,0.0,0.0,0.0,589.35,0.0,0.0,0.0,0.0,Yes,No,No,No,No,Yes,Yes,No,No,2.557227,3.555348,Plus service
279,Zone 3,35,45,Unmarried,17,29,Did not complete high school,6,No,Male,1,No,No,No,No,8.4,0.0,0.0,0.0,0.0,300.35,0.0,0.0,0.0,0.0,No,No,No,No,No,No,Yes,No,No,2.128232,3.367296,Basic service
280,Zone 1,51,28,Unmarried,8,43,Post-undergraduate degree,1,No,Male,5,Yes,Yes,Yes,Yes,11.15,35.0,77.7,20.0,80.35,623.0,1920.5,3925.5,955.0,4059.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.411439,3.7612,Total service
281,Zone 2,49,51,Married,5,80,Post-undergraduate degree,3,No,Male,2,No,Yes,Yes,Yes,5.75,0.0,51.75,36.0,36.7,285.4,0.0,2435.35,1810.0,1679.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.7492,4.382027,Total service
282,Zone 1,35,39,Married,11,30,Some college,2,No,Female,3,Yes,No,No,No,6.85,27.75,0.0,0.0,0.0,224.85,929.95,0.0,0.0,0.0,No,No,Yes,No,No,No,Yes,Yes,No,1.924249,3.401197,Plus service
283,Zone 1,58,70,Unmarried,2,9,Some college,24,Yes,Female,1,No,Yes,Yes,Yes,23.3,0.0,48.35,29.75,35.15,1384.45,0.0,2632.4,1730.0,1975.7,Yes,No,No,Yes,No,No,No,Yes,No,3.148453,2.197225,E-service
284,Zone 1,23,35,Married,0,23,High school degree,1,No,Male,5,No,No,No,No,6.7,0.0,0.0,0.0,0.0,153.9,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,1.902108,3.135494,Plus service
285,Zone 2,26,39,Married,15,58,College degree,9,No,Female,2,Yes,No,Yes,Yes,8.65,21.25,0.0,6.5,19.65,210.6,567.55,0.0,145.0,493.85,No,No,No,Yes,Yes,No,Yes,Yes,No,2.157559,4.060443,Plus service
286,Zone 1,38,37,Married,1,52,Did not complete high school,20,No,Female,4,Yes,No,Yes,Yes,12.2,41.5,0.0,18.75,54.4,532.55,1686.3,0.0,705.0,2051.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.501436,3.951244,Total service
287,Zone 1,35,66,Married,44,14,Some college,12,Yes,Female,2,Yes,No,No,No,4.7,31.0,0.0,0.0,0.0,202.5,1135.0,0.0,0.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.547563,2.639057,Plus service
288,Zone 2,37,50,Unmarried,9,110,High school degree,21,No,Female,1,Yes,No,Yes,No,9.65,28.5,0.0,11.25,0.0,364.05,992.4,0.0,375.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.266958,4.70048,Plus service
289,Zone 2,48,43,Married,1,60,High school degree,12,No,Male,2,Yes,Yes,Yes,No,15.5,19.25,29.6,31.5,0.0,719.7,905.15,1500.75,1495.0,0.0,Yes,No,No,No,No,Yes,No,No,No,2.74084,4.094345,E-service
290,Zone 3,13,43,Married,1,123,Some college,21,No,Male,5,Yes,Yes,Yes,No,3.85,23.0,33.05,6.75,0.0,55.05,317.5,439.3,75.0,0.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1.348073,4.812184,Total service
291,Zone 1,72,63,Married,29,15,Post-undergraduate degree,31,Yes,Male,2,No,No,Yes,No,20.6,0.0,0.0,31.25,0.0,1547.45,0.0,0.0,2180.0,0.0,Yes,No,No,No,No,No,Yes,Yes,No,3.025291,2.70805,Plus service
292,Zone 1,30,27,Unmarried,4,47,College degree,2,No,Female,2,No,No,Yes,No,10.75,0.0,0.0,21.25,0.0,296.9,0.0,0.0,600.0,0.0,Yes,No,No,Yes,No,No,No,No,No,2.374906,3.850148,E-service
293,Zone 1,24,43,Unmarried,14,138,College degree,11,No,Female,1,Yes,No,Yes,Yes,6.65,20.25,0.0,8.0,24.65,130.6,445.6,0.0,180.0,551.15,Yes,No,No,Yes,Yes,Yes,No,Yes,No,1.894617,4.927254,Plus service
294,Zone 2,25,51,Married,20,359,Some college,29,No,Male,2,Yes,Yes,Yes,Yes,5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975.0,475.55,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.7492,5.883322,Total service
295,Zone 2,50,52,Unmarried,30,214,Some college,22,No,Male,1,Yes,Yes,Yes,Yes,11.5,26.25,40.7,12.0,48.3,610.35,1287.7,1943.0,530.0,2412.75,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.442347,5.365976,Total service
296,Zone 2,28,40,Unmarried,7,64,Did not complete high school,19,No,Male,1,Yes,No,No,No,6.0,27.5,0.0,0.0,0.0,167.65,722.5,0.0,0.0,0.0,No,No,No,No,Yes,No,No,Yes,No,1.791759,4.158883,Plus service
297,Zone 3,34,51,Unmarried,8,50,College degree,14,No,Male,1,No,No,Yes,No,16.15,0.0,0.0,15.75,0.0,531.35,0.0,0.0,480.0,0.0,No,Yes,No,No,No,No,No,No,Yes,2.78192,3.912023,Basic service
298,Zone 1,48,32,Unmarried,2,88,Some college,9,No,Male,1,Yes,No,Yes,Yes,6.15,33.75,0.0,29.75,44.75,307.65,1603.8,0.0,1390.0,2119.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.816452,4.477337,Total service
299,Zone 2,42,36,Married,8,86,High school degree,15,No,Female,2,No,Yes,No,No,9.8,0.0,30.6,0.0,0.0,436.45,0.0,1222.3,0.0,0.0,Yes,No,No,No,No,No,No,No,No,2.282382,4.454347,E-service
300,Zone 3,67,65,Married,30,17,Did not complete high school,29,Yes,Female,2,Yes,No,Yes,No,21.7,26.25,0.0,12.0,0.0,1384.05,1721.25,0.0,785.0,0.0,Yes,No,No,No,Yes,No,Yes,No,No,3.077312,2.833213,Plus service
301,Zone 1,17,41,Married,7,25,High school degree,17,No,Male,3,No,Yes,No,No,6.45,0.0,29.0,0.0,0.0,114.3,0.0,449.95,0.0,0.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,1.86408,3.218876,Plus service
302,Zone 1,29,38,Married,19,46,High school degree,6,No,Male,2,No,Yes,No,No,8.35,0.0,22.95,0.0,0.0,248.6,0.0,584.9,0.0,0.0,Yes,No,No,No,No,No,No,No,Yes,2.122262,3.828641,E-service
303,Zone 3,66,61,Unmarried,26,361,Did not complete high school,40,No,Female,1,No,No,Yes,No,12.75,0.0,0.0,38.5,0.0,782.0,0.0,0.0,2615.0,0.0,Yes,No,No,No,No,No,No,Yes,No,2.545531,5.888878,E-service
304,Zone 2,1,21,Unmarried,1,18,Some college,0,No,Female,1,No,Yes,No,No,2.7,0.0,32.7,0.0,0.0,2.7,0.0,32.7,0.0,0.0,No,No,No,Yes,No,No,No,Yes,Yes,0.993252,2.890372,Basic service
305,Zone 1,28,33,Married,3,14,College degree,1,No,Male,3,Yes,Yes,No,Yes,4.55,15.75,33.0,0.0,23.95,145.95,504.9,869.85,0.0,618.65,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,1.515127,2.639057,Total service
306,Zone 1,15,35,Married,5,34,Some college,8,No,Male,2,No,Yes,No,No,5.15,0.0,25.55,0.0,0.0,110.55,0.0,350.25,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,1.638997,3.526361,E-service
307,Zone 2,12,64,Unmarried,13,9,High school degree,6,Yes,Female,1,Yes,Yes,Yes,No,3.8,30.0,32.8,8.5,0.0,52.85,317.75,376.6,95.0,0.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1.335001,2.197225,Plus service
308,Zone 3,48,49,Unmarried,18,39,High school degree,5,No,Female,1,Yes,Yes,Yes,Yes,7.0,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140.0,1394.5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.94591,3.663562,Total service
309,Zone 2,59,25,Married,4,18,Some college,2,No,Male,4,No,Yes,Yes,No,20.1,0.0,32.55,22.75,0.0,1251.4,0.0,1882.65,1415.0,0.0,No,No,No,No,No,No,No,No,No,3.00072,2.890372,Basic service
310,Zone 3,8,26,Married,1,25,College degree,1,No,Male,2,No,Yes,No,No,3.15,0.0,20.05,0.0,0.0,29.9,0.0,138.4,0.0,0.0,No,No,No,Yes,No,No,No,No,Yes,1.147402,3.218876,Basic service
311,Zone 1,45,52,Unmarried,15,46,Post-undergraduate degree,8,No,Female,1,No,No,Yes,No,9.4,0.0,0.0,8.75,0.0,402.1,0.0,0.0,395.0,0.0,Yes,No,No,No,No,No,No,No,Yes,2.24071,3.828641,E-service
312,Zone 1,25,39,Married,8,94,College degree,11,No,Female,4,No,Yes,No,No,3.95,0.0,30.75,0.0,0.0,95.2,0.0,681.2,0.0,0.0,Yes,No,No,No,No,No,No,No,No,1.373716,4.543295,E-service
313,Zone 1,21,44,Married,4,26,Some college,2,No,Male,2,Yes,Yes,Yes,Yes,7.55,41.0,42.35,23.5,35.75,160.65,863.3,890.75,485.0,702.95,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.021548,3.258097,Total service
314,Zone 2,17,68,Married,1,335,Did not complete high school,35,No,Female,3,Yes,No,Yes,Yes,3.55,18.75,0.0,29.25,27.9,70.25,285.9,0.0,525.0,422.85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.266948,5.814131,Total service
315,Zone 2,41,45,Unmarried,14,25,Some college,6,No,Male,1,No,Yes,Yes,Yes,7.8,0.0,42.4,14.0,23.2,370.8,0.0,1675.7,535.0,945.3,No,No,No,Yes,No,No,Yes,Yes,Yes,2.054124,3.218876,Basic service
316,Zone 1,13,45,Married,3,99,Some college,8,No,Female,2,No,No,Yes,No,8.7,0.0,0.0,23.75,0.0,103.4,0.0,0.0,240.0,0.0,No,Yes,No,Yes,Yes,No,Yes,No,No,2.163323,4.59512,Plus service
317,Zone 2,1,26,Married,3,30,High school degree,7,No,Female,5,No,Yes,No,No,1.05,0.0,15.4,0.0,0.0,1.05,0.0,15.4,0.0,0.0,No,No,No,No,No,No,No,No,Yes,0.04879,3.401197,Basic service
318,Zone 3,3,31,Married,4,35,High school degree,2,No,Female,3,Yes,Yes,No,Yes,4.35,12.75,34.05,0.0,21.5,11.0,30.2,75.3,0.0,28.5,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.470176,3.555348,Total service
319,Zone 1,23,27,Married,2,51,Post-undergraduate degree,1,No,Female,2,No,Yes,No,No,3.9,0.0,24.15,0.0,0.0,94.95,0.0,574.35,0.0,0.0,No,Yes,No,No,No,No,No,No,No,1.360977,3.931826,Basic service
320,Zone 3,26,42,Unmarried,20,49,Some college,13,No,Male,1,Yes,Yes,Yes,Yes,3.5,25.0,43.65,24.5,27.7,82.3,638.1,1054.4,625.0,633.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.252763,3.89182,Total service
321,Zone 1,37,51,Married,15,54,Did not complete high school,15,No,Male,3,Yes,No,Yes,No,9.55,16.5,0.0,8.25,0.0,323.65,614.15,0.0,225.0,0.0,Yes,No,No,No,No,Yes,No,Yes,No,2.256541,3.988984,Plus service
322,Zone 3,5,30,Unmarried,3,46,College degree,7,No,Male,1,No,Yes,No,No,4.3,0.0,32.1,0.0,0.0,17.55,0.0,121.55,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,1.458615,3.828641,E-service
323,Zone 1,32,27,Married,3,91,College degree,1,No,Female,3,Yes,Yes,Yes,Yes,5.5,16.0,42.65,3.75,41.3,189.05,543.15,1247.3,100.0,1269.1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1.704748,4.51086,Total service
324,Zone 3,12,22,Unmarried,1,23,College degree,0,No,Male,2,No,No,No,No,4.05,0.0,0.0,0.0,0.0,33.75,0.0,0.0,0.0,0.0,No,No,No,No,No,No,Yes,No,No,1.398717,3.135494,Basic service
325,Zone 1,72,54,Married,6,345,Did not complete high school,32,No,Male,2,No,No,Yes,No,75.45,0.0,0.0,18.25,0.0,5464.6,0.0,0.0,1305.0,0.0,Yes,No,No,No,No,Yes,No,Yes,No,4.32347,5.843544,Plus service
326,Zone 3,3,25,Married,2,45,College degree,0,No,Female,2,Yes,Yes,No,No,3.0,15.75,31.15,0.0,0.0,9.15,53.05,87.6,0.0,0.0,No,No,No,Yes,No,No,No,No,Yes,1.098612,3.806662,Basic service
327,Zone 1,54,43,Unmarried,12,53,High school degree,12,No,Male,1,Yes,No,Yes,No,14.35,32.25,0.0,16.75,0.0,775.9,1749.4,0.0,845.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.66375,3.970292,Plus service
328,Zone 2,26,26,Unmarried,2,14,High school degree,6,No,Female,1,Yes,Yes,No,Yes,7.8,36.5,38.7,0.0,27.9,204.25,884.2,914.5,0.0,764.55,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2.054124,2.639057,Total service
329,Zone 3,14,36,Unmarried,13,67,Post-undergraduate degree,4,No,Female,1,No,Yes,No,No,14.05,0.0,25.1,0.0,0.0,187.4,0.0,303.6,0.0,0.0,No,No,No,Yes,No,Yes,No,No,No,2.642622,4.204693,Basic service
330,Zone 3,22,51,Unmarried,27,49,Some college,1,No,Male,1,No,Yes,Yes,No,9.0,0.0,30.45,17.5,0.0,150.7,0.0,649.1,370.0,0.0,No,No,Yes,No,No,No,Yes,No,Yes,2.197225,3.89182,Basic service
331,Zone 3,65,47,Married,18,37,Did not complete high school,15,No,Female,4,No,No,Yes,No,19.05,0.0,0.0,14.0,0.0,1174.6,0.0,0.0,900.0,0.0,No,No,No,No,No,No,No,No,No,2.947067,3.610918,Basic service
332,Zone 3,26,45,Unmarried,18,33,Did not complete high school,9,No,Male,1,Yes,No,Yes,No,9.6,24.25,0.0,11.25,0.0,285.35,563.5,0.0,295.0,0.0,No,No,No,No,No,No,No,Yes,No,2.261763,3.496508,Basic service
333,Zone 1,20,37,Unmarried,5,46,Some college,10,No,Female,4,No,Yes,Yes,Yes,4.9,0.0,44.6,6.25,41.35,91.55,0.0,878.0,90.0,815.8,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.589235,3.828641,Total service
334,Zone 2,67,60,Married,32,93,Did not complete high school,21,No,Male,4,No,Yes,Yes,No,18.85,0.0,32.0,42.75,0.0,1200.7,0.0,2189.8,2665.0,0.0,Yes,No,No,No,No,No,No,No,Yes,2.936513,4.532599,E-service
335,Zone 1,34,55,Unmarried,2,48,High school degree,11,No,Male,1,No,No,No,No,4.25,0.0,0.0,0.0,0.0,143.35,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.446919,3.871201,Basic service
336,Zone 1,37,54,Married,35,183,High school degree,22,No,Male,3,Yes,No,Yes,No,7.3,20.5,0.0,7.5,0.0,257.6,769.4,0.0,260.0,0.0,No,No,No,No,Yes,Yes,No,Yes,No,1.987874,5.209486,Plus service
337,Zone 2,22,23,Married,3,16,Did not complete high school,5,No,Male,4,No,No,Yes,No,5.4,0.0,0.0,8.5,0.0,120.4,0.0,0.0,205.0,0.0,No,No,No,No,No,No,No,No,No,1.686399,2.772589,Basic service
338,Zone 2,5,69,Unmarried,0,11,High school degree,14,Yes,Male,1,Yes,No,Yes,No,6.65,9.75,0.0,8.0,0.0,35.2,44.8,0.0,30.0,0.0,No,No,No,No,No,No,No,No,No,1.894617,2.397895,Basic service
339,Zone 1,28,31,Married,0,42,College degree,5,No,Female,3,Yes,No,No,No,12.25,23.75,0.0,0.0,0.0,373.8,674.5,0.0,0.0,0.0,Yes,No,No,No,Yes,No,No,Yes,No,2.505526,3.73767,Plus service
340,Zone 1,20,41,Married,7,67,College degree,14,No,Female,4,No,No,No,No,7.25,0.0,0.0,0.0,0.0,149.1,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.981001,4.204693,Basic service
341,Zone 3,72,41,Unmarried,20,181,College degree,12,No,Male,1,Yes,Yes,Yes,Yes,27.3,23.25,69.4,7.75,52.4,1963.95,1645.8,4980.8,520.0,3790.55,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.306887,5.198497,Total service
342,Zone 2,30,43,Unmarried,18,53,College degree,6,No,Male,1,No,Yes,No,No,7.0,0.0,26.8,0.0,0.0,232.9,0.0,738.9,0.0,0.0,No,No,No,Yes,No,No,No,Yes,Yes,1.94591,3.970292,Basic service
343,Zone 3,71,52,Unmarried,17,172,High school degree,32,No,Male,1,Yes,Yes,Yes,Yes,49.25,41.5,50.9,27.25,68.1,3599.3,3015.6,3469.15,1850.0,4828.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.896909,5.147494,Total service
344,Zone 2,56,44,Unmarried,24,87,High school degree,19,No,Male,1,Yes,No,Yes,No,14.75,42.25,0.0,16.25,0.0,822.25,2396.65,0.0,830.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.691243,4.465908,Plus service
345,Zone 1,8,29,Married,2,21,Post-undergraduate degree,0,No,Male,2,No,Yes,No,No,4.15,0.0,24.3,0.0,0.0,39.7,0.0,167.05,0.0,0.0,No,No,No,No,No,No,No,No,No,1.423108,3.044522,Basic service
346,Zone 2,32,65,Unmarried,6,9,High school degree,30,Yes,Female,1,No,No,No,No,6.25,0.0,0.0,0.0,0.0,201.35,0.0,0.0,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,1.832581,2.197225,E-service
